Local Date,Time,LOS
12/03/2024,04:00:00,A
13/03/2024,04:00:00,A
14/03/2024,04:00:00,A
15/03/2024,04:00:00,A
16/03/2024,04:00:00,A
17/03/2024,04:00:00,A
18/03/2024,04:00:00,A
19/03/2024,04:00:00,A
20/03/2024,04:00:00,A
21/03/2024,04:00:00,A
22/03/2024,04:00:00,A
23/03/2024,04:00:00,A
24/03/2024,04:00:00,A
25/03/2024,04:00:00,A
26/03/2024,04:00:00,A
27/03/2024,04:00:00,A
28/03/2024,04:00:00,A
29/03/2024,04:00:00,A
30/03/2024,04:00:00,A
31/03/2024,04:00:00,A
01/03/2024,05:00:00,A
02/03/2024,05:00:00,A
03/03/2024,05:00:00,A
04/03/2024,05:00:00,A
05/03/2024,05:00:00,A
06/03/2024,05:00:00,A
07/03/2024,05:00:00,A
08/03/2024,05:00:00,A
09/03/2024,05:00:00,A
10/03/2024,05:00:00,A
11/03/2024,05:00:00,A
12/03/2024,05:00:00,A
13/03/2024,05:00:00,A
14/03/2024,05:00:00,A
15/03/2024,05:00:00,A
16/03/2024,05:00:00,A
17/03/2024,05:00:00,A
18/03/2024,05:00:00,A
19/03/2024,05:00:00,A
20/03/2024,05:00:00,A
21/03/2024,05:00:00,A
22/03/2024,05:00:00,A
23/03/2024,05:00:00,A
24/03/2024,05:00:00,A
25/03/2024,05:00:00,A
26/03/2024,05:00:00,A
27/03/2024,05:00:00,A
28/03/2024,05:00:00,A
29/03/2024,05:00:00,A
30/03/2024,05:00:00,A
31/03/2024,05:00:00,A
01/03/2024,06:00:00,A
02/03/2024,06:00:00,A
03/03/2024,06:00:00,A
04/03/2024,06:00:00,A
05/03/2024,06:00:00,A
06/03/2024,06:00:00,A
07/03/2024,06:00:00,A
08/03/2024,06:00:00,A
09/03/2024,06:00:00,A
10/03/2024,06:00:00,A
11/03/2024,06:00:00,A
12/03/2024,06:00:00,A
13/03/2024,06:00:00,A
14/03/2024,06:00:00,A
15/03/2024,06:00:00,A
16/03/2024,06:00:00,A
17/03/2024,06:00:00,A
18/03/2024,06:00:00,A
19/03/2024,06:00:00,A
20/03/2024,06:00:00,A
21/03/2024,06:00:00,A
22/03/2024,06:00:00,A
23/03/2024,06:00:00,A
24/03/2024,06:00:00,A
25/03/2024,06:00:00,A
26/03/2024,06:00:00,A
27/03/2024,06:00:00,A
28/03/2024,06:00:00,A
29/03/2024,06:00:00,A
30/03/2024,06:00:00,A
31/03/2024,06:00:00,A
01/03/2024,07:00:00,B
02/03/2024,07:00:00,A
03/03/2024,07:00:00,A
04/03/2024,07:00:00,C
05/03/2024,07:00:00,C
06/03/2024,07:00:00,C
07/03/2024,07:00:00,C
08/03/2024,07:00:00,B
09/03/2024,07:00:00,A
10/03/2024,07:00:00,A
11/03/2024,07:00:00,C
12/03/2024,07:00:00,C
13/03/2024,07:00:00,C
14/03/2024,07:00:00,C
15/03/2024,07:00:00,B
16/03/2024,07:00:00,A
17/03/2024,07:00:00,A
18/03/2024,07:00:00,C
19/03/2024,07:00:00,C
20/03/2024,07:00:00,C
21/03/2024,07:00:00,B
22/03/2024,07:00:00,B
23/03/2024,07:00:00,A
24/03/2024,07:00:00,A
25/03/2024,07:00:00,B
26/03/2024,07:00:00,C
27/03/2024,07:00:00,B
28/03/2024,07:00:00,B
29/03/2024,07:00:00,A
30/03/2024,07:00:00,A
31/03/2024,07:00:00,A
01/03/2024,08:00:00,B
02/03/2024,08:00:00,A
03/03/2024,08:00:00,A
04/03/2024,08:00:00,C
05/03/2024,08:00:00,C
06/03/2024,08:00:00,C
07/03/2024,08:00:00,C
08/03/2024,08:00:00,B
09/03/2024,08:00:00,A
10/03/2024,08:00:00,A
11/03/2024,08:00:00,C
12/03/2024,08:00:00,C
13/03/2024,08:00:00,C
14/03/2024,08:00:00,C
15/03/2024,08:00:00,B
16/03/2024,08:00:00,A
17/03/2024,08:00:00,A
18/03/2024,08:00:00,C
19/03/2024,08:00:00,C
20/03/2024,08:00:00,C
21/03/2024,08:00:00,B
22/03/2024,08:00:00,B
23/03/2024,08:00:00,A
24/03/2024,08:00:00,A
25/03/2024,08:00:00,C
26/03/2024,08:00:00,C
27/03/2024,08:00:00,C
28/03/2024,08:00:00,B
29/03/2024,08:00:00,A
30/03/2024,08:00:00,A
31/03/2024,08:00:00,A
01/03/2024,09:00:00,B
02/03/2024,09:00:00,B
03/03/2024,09:00:00,A
04/03/2024,09:00:00,B
05/03/2024,09:00:00,B
06/03/2024,09:00:00,B
07/03/2024,09:00:00,B
08/03/2024,09:00:00,B
09/03/2024,09:00:00,A
10/03/2024,09:00:00,A
11/03/2024,09:00:00,B
12/03/2024,09:00:00,B
13/03/2024,09:00:00,B
14/03/2024,09:00:00,B
15/03/2024,09:00:00,B
16/03/2024,09:00:00,B
17/03/2024,09:00:00,A
18/03/2024,09:00:00,B
19/03/2024,09:00:00,B
20/03/2024,09:00:00,B
21/03/2024,09:00:00,B
22/03/2024,09:00:00,B
23/03/2024,09:00:00,B
24/03/2024,09:00:00,A
25/03/2024,09:00:00,B
26/03/2024,09:00:00,C
27/03/2024,09:00:00,B
28/03/2024,09:00:00,B
29/03/2024,09:00:00,B
30/03/2024,09:00:00,B
31/03/2024,09:00:00,A
01/03/2024,10:00:00,B
02/03/2024,10:00:00,B
03/03/2024,10:00:00,B
04/03/2024,10:00:00,B
05/03/2024,10:00:00,B
06/03/2024,10:00:00,B
07/03/2024,10:00:00,B
08/03/2024,10:00:00,B
09/03/2024,10:00:00,B
10/03/2024,10:00:00,B
11/03/2024,10:00:00,B
12/03/2024,10:00:00,B
13/03/2024,10:00:00,B
14/03/2024,10:00:00,B
15/03/2024,10:00:00,B
16/03/2024,10:00:00,B
17/03/2024,10:00:00,B
18/03/2024,10:00:00,B
19/03/2024,10:00:00,B
20/03/2024,10:00:00,B
21/03/2024,10:00:00,B
22/03/2024,10:00:00,B
23/03/2024,10:00:00,B
24/03/2024,10:00:00,B
25/03/2024,10:00:00,B
26/03/2024,10:00:00,B
27/03/2024,10:00:00,B
28/03/2024,10:00:00,B
29/03/2024,10:00:00,B
30/03/2024,10:00:00,B
31/03/2024,10:00:00,A
01/03/2024,11:00:00,B
02/03/2024,11:00:00,B
03/03/2024,11:00:00,B
04/03/2024,11:00:00,B
05/03/2024,11:00:00,B
06/03/2024,11:00:00,B
07/03/2024,11:00:00,B
08/03/2024,11:00:00,B
09/03/2024,11:00:00,B
10/03/2024,11:00:00,B
11/03/2024,11:00:00,B
12/03/2024,11:00:00,B
13/03/2024,11:00:00,B
14/03/2024,11:00:00,B
15/03/2024,11:00:00,B
16/03/2024,11:00:00,B
17/03/2024,11:00:00,B
18/03/2024,11:00:00,B
19/03/2024,11:00:00,B
20/03/2024,11:00:00,B
21/03/2024,11:00:00,B
22/03/2024,11:00:00,B
23/03/2024,11:00:00,B
24/03/2024,11:00:00,B
25/03/2024,11:00:00,B
26/03/2024,11:00:00,B
27/03/2024,11:00:00,B
28/03/2024,11:00:00,B
29/03/2024,11:00:00,B
30/03/2024,11:00:00,C
31/03/2024,11:00:00,B
01/03/2024,12:00:00,C
02/03/2024,12:00:00,B
03/03/2024,12:00:00,B
04/03/2024,12:00:00,B
05/03/2024,12:00:00,B
06/03/2024,12:00:00,B
07/03/2024,12:00:00,B
08/03/2024,12:00:00,B
09/03/2024,12:00:00,B
10/03/2024,12:00:00,C
11/03/2024,12:00:00,B
12/03/2024,12:00:00,B
13/03/2024,12:00:00,B
14/03/2024,12:00:00,B
15/03/2024,12:00:00,B
16/03/2024,12:00:00,B
17/03/2024,12:00:00,B
18/03/2024,12:00:00,B
19/03/2024,12:00:00,B
20/03/2024,12:00:00,B
21/03/2024,12:00:00,B
22/03/2024,12:00:00,B
23/03/2024,12:00:00,B
24/03/2024,12:00:00,B
25/03/2024,12:00:00,B
26/03/2024,12:00:00,B
27/03/2024,12:00:00,B
28/03/2024,12:00:00,B
29/03/2024,12:00:00,B
30/03/2024,12:00:00,B
31/03/2024,12:00:00,B
01/03/2024,13:00:00,C
02/03/2024,13:00:00,B
03/03/2024,13:00:00,B
04/03/2024,13:00:00,B
05/03/2024,13:00:00,B
06/03/2024,13:00:00,B
07/03/2024,13:00:00,B
08/03/2024,13:00:00,C
09/03/2024,13:00:00,B
10/03/2024,13:00:00,B
11/03/2024,13:00:00,B
12/03/2024,13:00:00,B
13/03/2024,13:00:00,B
14/03/2024,13:00:00,B
15/03/2024,13:00:00,C
16/03/2024,13:00:00,B
17/03/2024,13:00:00,B
18/03/2024,13:00:00,B
19/03/2024,13:00:00,B
20/03/2024,13:00:00,B
21/03/2024,13:00:00,B
22/03/2024,13:00:00,C
23/03/2024,13:00:00,B
24/03/2024,13:00:00,B
25/03/2024,13:00:00,B
26/03/2024,13:00:00,B
27/03/2024,13:00:00,B
28/03/2024,13:00:00,C
29/03/2024,13:00:00,B
30/03/2024,13:00:00,B
31/03/2024,13:00:00,B
01/03/2024,14:00:00,C
02/03/2024,14:00:00,B
03/03/2024,14:00:00,B
04/03/2024,14:00:00,B
05/03/2024,14:00:00,B
06/03/2024,14:00:00,B
07/03/2024,14:00:00,C
08/03/2024,14:00:00,C
09/03/2024,14:00:00,B
10/03/2024,14:00:00,B
11/03/2024,14:00:00,C
12/03/2024,14:00:00,B
13/03/2024,14:00:00,B
14/03/2024,14:00:00,B
15/03/2024,14:00:00,C
16/03/2024,14:00:00,B
17/03/2024,14:00:00,B
18/03/2024,14:00:00,B
19/03/2024,14:00:00,B
20/03/2024,14:00:00,B
21/03/2024,14:00:00,B
22/03/2024,14:00:00,C
23/03/2024,14:00:00,B
24/03/2024,14:00:00,B
25/03/2024,14:00:00,B
26/03/2024,14:00:00,B
27/03/2024,14:00:00,B
28/03/2024,14:00:00,C
29/03/2024,14:00:00,B
30/03/2024,14:00:00,B
31/03/2024,14:00:00,B
01/03/2024,15:00:00,C
02/03/2024,15:00:00,B
03/03/2024,15:00:00,B
04/03/2024,15:00:00,B
05/03/2024,15:00:00,B
06/03/2024,15:00:00,C
07/03/2024,15:00:00,C
08/03/2024,15:00:00,C
09/03/2024,15:00:00,B
10/03/2024,15:00:00,B
11/03/2024,15:00:00,B
12/03/2024,15:00:00,C
13/03/2024,15:00:00,B
14/03/2024,15:00:00,C
15/03/2024,15:00:00,C
16/03/2024,15:00:00,B
17/03/2024,15:00:00,B
18/03/2024,15:00:00,B
19/03/2024,15:00:00,B
20/03/2024,15:00:00,C
21/03/2024,15:00:00,B
22/03/2024,15:00:00,C
23/03/2024,15:00:00,B
24/03/2024,15:00:00,B
25/03/2024,15:00:00,B
26/03/2024,15:00:00,C
27/03/2024,15:00:00,C
28/03/2024,15:00:00,C
29/03/2024,15:00:00,B
30/03/2024,15:00:00,B
31/03/2024,15:00:00,B
01/03/2024,16:00:00,C
02/03/2024,16:00:00,A
03/03/2024,16:00:00,B
04/03/2024,16:00:00,C
05/03/2024,16:00:00,C
06/03/2024,16:00:00,C
07/03/2024,16:00:00,C
08/03/2024,16:00:00,B
09/03/2024,16:00:00,B
10/03/2024,16:00:00,B
11/03/2024,16:00:00,B
12/03/2024,16:00:00,C
13/03/2024,16:00:00,C
14/03/2024,16:00:00,C
15/03/2024,16:00:00,C
16/03/2024,16:00:00,B
17/03/2024,16:00:00,B
18/03/2024,16:00:00,C
19/03/2024,16:00:00,C
20/03/2024,16:00:00,C
21/03/2024,16:00:00,C
22/03/2024,16:00:00,C
23/03/2024,16:00:00,B
24/03/2024,16:00:00,B
25/03/2024,16:00:00,C
26/03/2024,16:00:00,C
27/03/2024,16:00:00,B
28/03/2024,16:00:00,C
29/03/2024,16:00:00,B
30/03/2024,16:00:00,B
31/03/2024,16:00:00,B
01/03/2024,17:00:00,B
02/03/2024,17:00:00,A
03/03/2024,17:00:00,A
04/03/2024,17:00:00,B
05/03/2024,17:00:00,B
06/03/2024,17:00:00,B
07/03/2024,17:00:00,B
08/03/2024,17:00:00,B
09/03/2024,17:00:00,A
10/03/2024,17:00:00,B
11/03/2024,17:00:00,B
12/03/2024,17:00:00,B
13/03/2024,17:00:00,B
14/03/2024,17:00:00,B
15/03/2024,17:00:00,B
16/03/2024,17:00:00,A
17/03/2024,17:00:00,B
18/03/2024,17:00:00,B
19/03/2024,17:00:00,B
20/03/2024,17:00:00,B
21/03/2024,17:00:00,B
22/03/2024,17:00:00,B
23/03/2024,17:00:00,A
24/03/2024,17:00:00,B
25/03/2024,17:00:00,B
26/03/2024,17:00:00,B
27/03/2024,17:00:00,B
28/03/2024,17:00:00,C
29/03/2024,17:00:00,B
30/03/2024,17:00:00,A
31/03/2024,17:00:00,B
01/03/2024,18:00:00,B
02/03/2024,18:00:00,A
03/03/2024,18:00:00,A
04/03/2024,18:00:00,A
05/03/2024,18:00:00,A
06/03/2024,18:00:00,B
07/03/2024,18:00:00,B
08/03/2024,18:00:00,B
09/03/2024,18:00:00,A
10/03/2024,18:00:00,A
11/03/2024,18:00:00,A
12/03/2024,18:00:00,A
13/03/2024,18:00:00,A
14/03/2024,18:00:00,B
15/03/2024,18:00:00,B
16/03/2024,18:00:00,A
17/03/2024,18:00:00,A
18/03/2024,18:00:00,A
19/03/2024,18:00:00,A
20/03/2024,18:00:00,A
21/03/2024,18:00:00,B
22/03/2024,18:00:00,B
23/03/2024,18:00:00,A
24/03/2024,18:00:00,A
25/03/2024,18:00:00,A
26/03/2024,18:00:00,A
27/03/2024,18:00:00,A
28/03/2024,18:00:00,B
29/03/2024,18:00:00,A
30/03/2024,18:00:00,A
31/03/2024,18:00:00,A
01/03/2024,19:00:00,A
02/03/2024,19:00:00,A
03/03/2024,19:00:00,A
04/03/2024,19:00:00,A
05/03/2024,19:00:00,A
06/03/2024,19:00:00,A
07/03/2024,19:00:00,A
08/03/2024,19:00:00,A
09/03/2024,19:00:00,A
10/03/2024,19:00:00,A
11/03/2024,19:00:00,A
12/03/2024,19:00:00,A
13/03/2024,19:00:00,A
14/03/2024,19:00:00,A
15/03/2024,19:00:00,A
16/03/2024,19:00:00,A
17/03/2024,19:00:00,A
18/03/2024,19:00:00,A
19/03/2024,19:00:00,A
20/03/2024,19:00:00,A
21/03/2024,19:00:00,A
22/03/2024,19:00:00,A
23/03/2024,19:00:00,A
24/03/2024,19:00:00,A
25/03/2024,19:00:00,A
26/03/2024,19:00:00,A
27/03/2024,19:00:00,A
28/03/2024,19:00:00,A
29/03/2024,19:00:00,A
30/03/2024,19:00:00,A
31/03/2024,19:00:00,A
01/03/2024,20:00:00,A
02/03/2024,20:00:00,A
03/03/2024,20:00:00,A
04/03/2024,20:00:00,A
05/03/2024,20:00:00,A
06/03/2024,20:00:00,A
07/03/2024,20:00:00,A
08/03/2024,20:00:00,A
09/03/2024,20:00:00,A
10/03/2024,20:00:00,A
11/03/2024,20:00:00,A
12/03/2024,20:00:00,A
13/03/2024,20:00:00,A
14/03/2024,20:00:00,A
15/03/2024,20:00:00,A
16/03/2024,20:00:00,A
17/03/2024,20:00:00,A
18/03/2024,20:00:00,A
19/03/2024,20:00:00,A
20/03/2024,20:00:00,A
21/03/2024,20:00:00,A
22/03/2024,20:00:00,A
23/03/2024,20:00:00,A
24/03/2024,20:00:00,A
25/03/2024,20:00:00,A
26/03/2024,20:00:00,A
27/03/2024,20:00:00,A
28/03/2024,20:00:00,A
29/03/2024,20:00:00,A
30/03/2024,20:00:00,A
31/03/2024,20:00:00,A
01/03/2024,21:00:00,A
02/03/2024,21:00:00,A
03/03/2024,21:00:00,A
04/03/2024,21:00:00,A
05/03/2024,21:00:00,A
06/03/2024,21:00:00,A
07/03/2024,21:00:00,A
08/03/2024,21:00:00,A
09/03/2024,21:00:00,A
10/03/2024,21:00:00,A
11/03/2024,21:00:00,A
12/03/2024,21:00:00,A
13/03/2024,21:00:00,A
14/03/2024,21:00:00,A
15/03/2024,21:00:00,A
16/03/2024,21:00:00,A
17/03/2024,21:00:00,A
18/03/2024,21:00:00,A
19/03/2024,21:00:00,A
20/03/2024,21:00:00,A
21/03/2024,21:00:00,A
22/03/2024,21:00:00,A
23/03/2024,21:00:00,A
24/03/2024,21:00:00,A
25/03/2024,21:00:00,A
26/03/2024,21:00:00,A
27/03/2024,21:00:00,A
28/03/2024,21:00:00,A
29/03/2024,21:00:00,A
30/03/2024,21:00:00,A
31/03/2024,21:00:00,A
01/03/2024,22:00:00,A
02/03/2024,22:00:00,A
03/03/2024,22:00:00,A
04/03/2024,22:00:00,A
05/03/2024,22:00:00,A
06/03/2024,22:00:00,A
07/03/2024,22:00:00,A
08/03/2024,22:00:00,A
09/03/2024,22:00:00,A
10/03/2024,22:00:00,A
11/03/2024,22:00:00,A
12/03/2024,22:00:00,A
13/03/2024,22:00:00,A
14/03/2024,22:00:00,A
15/03/2024,22:00:00,A
16/03/2024,22:00:00,A
17/03/2024,22:00:00,A
18/03/2024,22:00:00,A
19/03/2024,22:00:00,A
20/03/2024,22:00:00,A
21/03/2024,22:00:00,A
22/03/2024,22:00:00,A
23/03/2024,22:00:00,A
24/03/2024,22:00:00,A
25/03/2024,22:00:00,A
26/03/2024,22:00:00,A
27/03/2024,22:00:00,A
28/03/2024,22:00:00,A
29/03/2024,22:00:00,A
30/03/2024,22:00:00,A
31/03/2024,22:00:00,A
01/03/2024,23:00:00,A
02/03/2024,23:00:00,A
03/03/2024,23:00:00,A
04/03/2024,23:00:00,A
05/03/2024,23:00:00,A
06/03/2024,23:00:00,A
07/03/2024,23:00:00,A
08/03/2024,23:00:00,A
09/03/2024,23:00:00,A
10/03/2024,23:00:00,A
11/03/2024,23:00:00,A
12/03/2024,23:00:00,A
13/03/2024,23:00:00,A
14/03/2024,23:00:00,A
15/03/2024,23:00:00,A
16/03/2024,23:00:00,A
17/03/2024,23:00:00,A
18/03/2024,23:00:00,A
19/03/2024,23:00:00,A
20/03/2024,23:00:00,A
21/03/2024,23:00:00,A
22/03/2024,23:00:00,A
23/03/2024,23:00:00,A
24/03/2024,23:00:00,A
25/03/2024,23:00:00,A
26/03/2024,23:00:00,A
27/03/2024,23:00:00,A
28/03/2024,23:00:00,A
29/03/2024,23:00:00,A
30/03/2024,23:00:00,A
31/03/2024,23:00:00,A
