LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900,2,19,22,2,47,90.47619048,31.88405797,0.612903226,0.768806073,0.455555556,1.306975603
A,900,3,21,22,0,122,100,15.27777778,0.65625,0.928240741,0.260606061,2.37037921
A,900,4,17,6,4,83,80.95238095,6.741573034,0.772727273,0.88871054,0.209090909,1.59850812
A,900,5,20,21,1,58,95.23809524,26.58227848,0.64516129,0.861663653,0.41,1.456564903
A,900,6,21,24,0,65,100,26.96629213,0.636363636,0.971107544,0.409090909,1.586469173
A,900,7,20,5,1,74,95.23809524,6.329113924,0.869565217,0.967148885,0.25,1.44165659
A,900,8,21,31,0,43,100,41.89189189,0.575342466,0.889317889,0.547368421,1.379202604
A,900,9,21,27,0,62,100,30.33707865,0.608695652,0.825040128,0.436363636,1.590506315
A,900,10,0,0,21,64,0,0,0,0.5,0,1.233667374
A,900,11,21,7,0,72,100,8.860759494,0.857142857,0.978601567,0.28,1.447273731
A,900,12,19,18,2,66,90.47619048,21.42857143,0.655172414,0.89484127,0.352380952,1.508080959
A,900,13,19,11,2,83,90.47619048,11.70212766,0.745098039,0.876646403,0.260869565,1.65534997
A,900,14,21,54,0,90,100,37.5,0.4375,0.844080688,0.454545455,2.357440948
A,900,15,21,3,0,71,100,4.054054054,0.933333333,0.997104247,0.252631579,1.37986064
A,900,16,0,20,21,79,0,20.2020202,0,0.398989899,0.166666667,1.724038839
A,900,17,0,15,21,69,0,17.85714286,0,0.410714286,0.142857143,1.509423256
A,900,18,0,26,1,53,0,32.91139241,0,0.651898734,0.325,1.169194698
A,900,19,21,22,0,72,100,23.40425532,0.65625,0.959726444,0.373913043,1.662777662
A,900,20,19,2,2,92,90.47619048,2.127659574,0.904761905,0.95035461,0.182608696,1.656664133
A,900,21,18,26,3,53,85.71428571,32.91139241,0.553846154,0.770042194,0.44,1.444559097
A,900,22,17,31,0,72,100,30.09708738,0.523076923,0.940605368,0.4,1.736229658
A,900,23,13,14,8,45,61.9047619,23.72881356,0.541666667,0.717110573,0.3375,1.167615891
A,900,24,18,24,3,30,85.71428571,44.44444444,0.571428571,0.684303351,0.56,1.096442938
A,900,25,15,25,6,79,71.42857143,24.03846154,0.491803279,0.776327839,0.32,1.796822786
A,900,26,19,28,2,61,90.47619048,31.46067416,0.558823529,0.762172285,0.427272727,1.595052481
A,900,27,15,25,6,44,71.42857143,36.23188406,0.491803279,0.707384403,0.444444444,1.299432278
A,900,28,0,15,21,69,0,17.85714286,0,0.410714286,0.142857143,1.515977859
A,900,29,18,7,3,67,85.71428571,9.459459459,0.782608696,0.898648649,0.263157895,1.387078762
A,900,30,0,19,21,65,0,22.61904762,0,0.386904762,0.180952381,1.511544228
A,901,1,21,17,0,52,100,24.63768116,0.711864407,0.968253968,0.422222222,1.303479195
A,901,2,21,7,0,62,100,10.14492754,0.857142857,0.972394755,0.311111111,1.298778534
A,901,3,20,20,1,119,95.23809524,14.38848921,0.655737705,0.889688249,0.25,2.296575546
A,901,4,21,10,0,74,100,11.9047619,0.807692308,0.97845805,0.295238095,1.521831512
A,901,5,20,15,1,59,95.23809524,20.27027027,0.714285714,0.855534106,0.368421053,1.371617556
A,901,6,0,15,21,59,0,20.27027027,0,0.398648649,0.157894737,1.379047155
A,901,7,21,19,0,55,100,25.67567568,0.68852459,0.917310167,0.421052632,1.373552561
A,901,8,20,17,1,52,95.23809524,24.63768116,0.689655172,0.829537612,0.411111111,1.297762632
A,901,9,19,19,2,65,90.47619048,22.61904762,0.644067797,0.89824263,0.361904762,1.517372608
A,901,10,21,7,0,67,100,9.459459459,0.857142857,0.974259974,0.294736842,1.369431734
A,901,11,0,0,21,74,0,0,0,0.5,0,1.383250237
A,901,12,21,7,0,72,100,8.860759494,0.857142857,0.978601567,0.28,1.441943169
A,901,13,20,3,1,71,95.23809524,4.054054054,0.909090909,0.972329472,0.242105263,1.367301941
A,901,14,21,12,0,67,100,15.18987342,0.777777778,0.916515973,0.33,1.455224991
A,901,15,20,6,1,68,95.23809524,8.108108108,0.85106383,0.952702703,0.273684211,1.366810322
A,901,16,13,17,8,57,61.9047619,22.97297297,0.509803922,0.708494208,0.315789474,1.368549109
A,901,17,21,5,0,64,100,7.246376812,0.893617021,0.989302968,0.288888889,1.302824497
A,901,18,0,0,21,59,0,0,0,0.5,0,1.163792133
A,901,19,19,17,2,67,90.47619048,20.23809524,0.666666667,0.91638322,0.342857143,1.516482353
A,901,20,20,5,1,74,95.23809524,6.329113924,0.869565217,0.967148885,0.25,1.443747044
A,901,21,21,21,0,53,100,28.37837838,0.666666667,0.934684685,0.442105263,1.375751495
A,901,22,20,16,1,53,95.23809524,23.1884058,0.701754386,0.872670807,0.4,1.556425095
A,901,23,17,6,4,53,80.95238095,10.16949153,0.772727273,0.88054883,0.2875,1.17163682
A,901,24,0,15,21,39,0,27.77777778,0,0.361111111,0.2,1.105829716
A,901,25,17,1,4,88,80.95238095,1.123595506,0.871794872,0.903424291,0.163636364,1.609080553
A,901,26,21,6,0,83,100,6.741573034,0.875,0.994649545,0.245454545,1.596448421
A,901,27,20,10,1,64,95.23809524,13.51351351,0.784313725,0.938223938,0.315789474,1.384110689
A,901,28,20,20,1,54,95.23809524,27.02702703,0.655737705,0.911196911,0.421052632,1.391780376
A,901,29,20,5,1,59,95.23809524,7.8125,0.869565217,0.963541667,0.294117647,1.240858316
A,901,30,21,6,0,63,100,8.695652174,0.875,0.976190476,0.3,1.321846724
A,902,1,21,19,0,50,100,27.53623188,0.68852459,0.96652864,0.444444444,1.318269968
A,902,2,21,5,0,59,100,7.8125,0.893617021,0.97358631,0.305882353,1.244467497
A,902,3,21,7,0,142,100,4.697986577,0.857142857,0.988654522,0.164705882,2.462007046
A,902,4,20,17,1,67,95.23809524,20.23809524,0.689655172,0.87414966,0.352380952,1.529555798
A,902,5,20,19,1,55,95.23809524,25.67567568,0.666666667,0.876447876,0.410526316,1.395179749
A,902,6,18,19,3,55,85.71428571,25.67567568,0.620689655,0.882239382,0.389473684,1.378363609
A,902,7,18,15,3,59,85.71428571,20.27027027,0.666666667,0.870656371,0.347368421,1.380829096
A,902,8,20,19,1,50,95.23809524,27.53623188,0.666666667,0.867494824,0.433333333,1.311921358
A,902,9,21,19,0,65,100,22.61904762,0.68852459,0.986111111,0.380952381,1.52590704
A,902,10,0,0,21,74,0,0,0,0.5,0,1.387897491
A,902,11,17,0,4,74,80.95238095,0,0.894736842,0.904761905,0.178947368,1.379507542
A,902,12,20,5,1,74,95.23809524,6.329113924,0.869565217,0.967148885,0.25,1.455508709
A,902,13,19,4,2,70,90.47619048,5.405405405,0.863636364,0.944658945,0.242105263,1.388525724
A,902,14,21,15,0,64,100,18.98734177,0.736842105,0.943339361,0.36,1.451924086
A,902,15,21,6,0,68,100,8.108108108,0.875,0.977799228,0.284210526,1.388496637
A,902,16,20,22,1,52,95.23809524,29.72972973,0.634920635,0.818211068,0.442105263,1.37800169
A,902,17,20,6,1,63,95.23809524,8.695652174,0.85106383,0.939268461,0.288888889,1.31175065
A,902,18,0,0,20,60,0,0,0,0.5,0,1.156941891
A,902,19,19,16,2,68,90.47619048,19.04761905,0.678571429,0.908163265,0.333333333,1.525899649
A,902,20,20,5,1,74,95.23809524,6.329113924,0.869565217,0.967148885,0.25,1.458284855
A,902,21,17,17,4,57,80.95238095,22.97297297,0.618181818,0.845238095,0.357894737,1.377164125
A,902,22,21,4,0,65,100,5.797101449,0.913043478,0.999309869,0.277777778,1.308376789
A,902,23,20,9,0,51,100,15,0.816326531,0.991666667,0.3625,1.162415266
A,902,24,0,15,21,39,0,27.77777778,0,0.361111111,0.2,1.100170612
A,902,25,19,4,2,85,90.47619048,4.494382022,0.863636364,0.944890316,0.209090909,1.593685389
A,902,26,20,18,1,71,95.23809524,20.2247191,0.677966102,0.929373997,0.345454545,1.589511633
A,902,27,20,5,1,69,95.23809524,6.756756757,0.869565217,0.964607465,0.263157895,1.381432295
A,902,28,21,17,0,57,100,22.97297297,0.711864407,0.857142857,0.4,1.378011703
A,902,29,20,3,1,61,95.23809524,4.6875,0.909090909,0.97172619,0.270588235,1.241853476
A,902,30,21,6,0,63,100,8.695652174,0.875,0.976190476,0.3,1.314884901
A,903,1,17,15,4,54,80.95238095,21.73913043,0.641509434,0.810904072,0.355555556,1.310535431
A,903,2,16,10,5,54,76.19047619,15.625,0.680851064,0.858630952,0.305882353,1.231779814
A,903,3,19,11,2,128,90.47619048,7.913669065,0.745098039,0.903220281,0.1875,2.304391623
A,903,4,20,19,1,65,95.23809524,22.61904762,0.666666667,0.912981859,0.371428571,1.519107819
A,903,5,20,15,1,59,95.23809524,20.27027027,0.714285714,0.855534106,0.368421053,1.378976345
A,903,6,19,15,2,59,90.47619048,20.27027027,0.690909091,0.851673102,0.357894737,1.371228933
A,903,7,21,12,0,62,100,16.21621622,0.777777778,0.87998713,0.347368421,1.374917746
A,903,8,17,16,4,53,80.95238095,23.1884058,0.62962963,0.811594203,0.366666667,1.316107988
A,903,9,19,21,2,63,90.47619048,25,0.62295082,0.844104308,0.380952381,1.51868701
A,903,10,21,8,0,66,100,10.81081081,0.84,0.982625483,0.305263158,1.37798667
A,903,11,16,0,5,74,76.19047619,0,0.864864865,0.880952381,0.168421053,1.374934196
A,903,12,20,7,1,72,95.23809524,8.860759494,0.833333333,0.943339361,0.27,1.436599731
A,903,13,20,5,1,69,95.23809524,6.756756757,0.869565217,0.966537967,0.263157895,1.382765293
A,903,14,21,12,0,67,100,15.18987342,0.777777778,0.916515973,0.33,1.445173264
A,903,15,21,7,0,67,100,9.459459459,0.857142857,0.977155727,0.294736842,1.379181623
A,903,16,13,29,8,45,61.9047619,39.18918919,0.412698413,0.623873874,0.442105263,1.384039879
A,903,17,0,0,21,69,0,0,0,0.5,0,1.31276226
A,903,18,0,0,21,59,0,0,0,0.5,0,1.166775942
A,903,19,19,17,2,67,90.47619048,20.23809524,0.666666667,0.91638322,0.342857143,1.51645112
A,903,20,20,5,1,74,95.23809524,6.329113924,0.869565217,0.967148885,0.25,1.460532904
A,903,21,19,30,2,44,90.47619048,40.54054054,0.542857143,0.721364221,0.515789474,1.376049519
A,903,22,21,19,0,50,100,27.53623188,0.68852459,0.879917184,0.444444444,1.310788393
A,903,23,17,5,4,54,80.95238095,8.474576271,0.790697674,0.886602098,0.275,1.168937206
A,903,24,0,15,21,39,0,27.77777778,0,0.361111111,0.2,1.097974777
A,903,25,17,0,4,84,80.95238095,0,0.894736842,0.904761905,0.161904762,1.523265362
A,903,26,20,15,1,74,95.23809524,16.85393258,0.714285714,0.879614767,0.318181818,1.582275391
A,903,27,21,8,0,61,100,11.5942029,0.84,0.958937198,0.322222222,1.31204915
A,903,28,21,21,0,53,100,28.37837838,0.666666667,0.97007722,0.442105263,1.37348175
A,903,29,20,3,1,61,95.23809524,4.6875,0.909090909,0.97172619,0.270588235,1.244532824
A,903,30,21,6,0,63,100,8.695652174,0.875,0.976190476,0.3,1.298441887
A,904,1,21,17,0,52,100,24.63768116,0.711864407,0.969289165,0.422222222,1.312427044
A,904,2,20,5,1,59,95.23809524,7.8125,0.869565217,0.974330357,0.294117647,1.229787827
A,904,3,19,19,2,120,90.47619048,13.66906475,0.644067797,0.878383008,0.2375,2.295992851
A,904,4,19,18,2,66,90.47619048,21.42857143,0.655172414,0.89824263,0.352380952,1.513280392
A,904,5,20,15,1,59,95.23809524,20.27027027,0.714285714,0.855534106,0.368421053,1.378482819
A,904,6,17,17,4,57,80.95238095,22.97297297,0.618181818,0.807271557,0.357894737,1.379920244
A,904,7,19,20,2,54,90.47619048,27.02702703,0.633333333,0.8996139,0.410526316,1.368160486
A,904,8,20,10,0,60,100,14.28571429,0.8,0.917142857,0.333333333,1.310578108
A,904,9,21,17,0,67,100,20.23809524,0.711864407,0.891723356,0.361904762,1.513527393
A,904,10,21,6,0,68,100,8.108108108,0.875,0.977477477,0.284210526,1.371197224
A,904,11,17,0,4,74,80.95238095,0,0.894736842,0.904761905,0.178947368,1.380433321
A,904,12,20,6,1,73,95.23809524,7.594936709,0.85106383,0.957504521,0.26,1.447058201
A,904,13,20,5,1,69,95.23809524,6.756756757,0.869565217,0.964929215,0.263157895,1.369537115
A,904,14,21,14,0,65,100,17.72151899,0.75,0.955696203,0.35,1.447626591
A,904,15,20,5,1,69,95.23809524,6.756756757,0.869565217,0.964607465,0.263157895,1.376090527
A,904,16,18,28,3,46,85.71428571,37.83783784,0.537313433,0.690797941,0.484210526,1.381059408
A,904,17,20,6,1,63,95.23809524,8.695652174,0.85106383,0.939268461,0.288888889,1.295650721
A,904,18,0,0,21,59,0,0,0,0.5,0,1.169230938
A,904,19,18,17,3,67,85.71428571,20.23809524,0.642857143,0.894274376,0.333333333,1.513814449
A,904,20,21,6,0,73,100,7.594936709,0.875,0.972875226,0.27,1.446210623
A,904,21,21,26,0,48,100,35.13513514,0.617647059,0.935328185,0.494736842,1.375896931
A,904,22,15,0,6,69,71.42857143,0,0.833333333,0.857142857,0.166666667,1.298768759
A,904,23,21,8,0,51,100,13.55932203,0.84,0.99031477,0.3625,1.165578842
A,904,24,0,15,21,39,0,27.77777778,0,0.361111111,0.2,1.091145039
A,904,25,19,3,2,86,90.47619048,3.370786517,0.88372093,0.948368111,0.2,1.586625814
A,904,26,19,18,2,71,90.47619048,20.2247191,0.655172414,0.911985019,0.336363636,1.843265295
A,904,27,21,9,0,65,100,12.16216216,0.823529412,0.973294723,0.315789474,1.400035381
A,904,28,18,16,3,58,85.71428571,21.62162162,0.654545455,0.884169884,0.357894737,1.399797916
A,904,29,21,3,0,56,100,5.084745763,0.933333333,0.996368039,0.3,1.175026894
A,904,30,21,6,0,63,100,8.695652174,0.875,0.976190476,0.3,1.316132545
